League,Year,Season,Type,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,bResult
NALCS,2015,Summer,Season,TSM,TIP,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Leblanc,WildTurtle,Vayne,Lustboy,Annie,Impact,Rumble,Rush,LeeSin,XiaoWeiXiao,Azir,Apollo,Sivir,Adrian,Thresh,1
NALCS,2015,Summer,Season,T8,CLG,CaliTrlolz8,Maokai,Porpoise8,Sejuani,Slooshi8,Ziggs,Nien,Kalista,Dodo8,Nautilus,ZionSpartan,Rumble,Xmithie,RekSai,Pobelter,Varus,Doublelift,Sivir,aphromoo,Thresh,0
NALCS,2015,Summer,Season,DIG,TDK,Gamsu,Ryze,Azingy,Zac,Shiphtur,Azir,CoreJJ,Kalista,KiWiKiD,Morgana,Seraph,Irelia,Kez,Gragas,Bischu,Varus,Lattman,Corki,Baby,Nautilus,1
NALCS,2015,Summer,Season,C9,TIP,Balls,Maokai,Meteos,Gragas,Incarnati0n,Azir,Sneaky,Lucian,LemonNation,Nautilus,Impact,Rumble,Rush,Sejuani,XiaoWeiXiao,Leblanc,Apollo,Sivir,Adrian,Janna,0
NALCS,2015,Summer,Season,TL,GV,Quas,Maokai,IWDominate,RekSai,FeniX,Cassiopeia,Piglet,Vayne,Xpecial,Janna,Hauntzer,Ryze,Move,JarvanIV,Keane,Urgot,Altec,Sivir,Bunny FuFuu,Alistar,0
NALCS,2015,Summer,Season,CLG,TSM,ZionSpartan,Maokai,Xmithie,LeeSin,Pobelter,Azir,Doublelift,Kalista,aphromoo,Nautilus,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Leblanc,WildTurtle,Sivir,Lustboy,Bard,0
NALCS,2015,Summer,Season,TDK,NME,Seraph,Rumble,Kez,Sejuani,Bischu,Orianna,Lattman,Ashe,Smoothie,Thresh,Flaresz,Irelia,Trashy,Gragas,Innox,Leblanc,otter,Kalista,Bodydrop,Bard,0
NALCS,2015,Summer,Season,T8,DIG,CaliTrlolz8,Rumble,Porpoise8,RekSai,Slooshi8,Azir,Nien,Sivir,Dodo8,Nautilus,Gamsu,Gnar,Azingy,Zac,Shiphtur,KogMaw,CoreJJ,Ezreal,KiWiKiD,Thresh,0
NALCS,2015,Summer,Season,NME,T8,Flaresz,Gnar,Trashy,RekSai,Innox,Ekko,otter,Sivir,Bodydrop,Janna,CaliTrlolz8,Hecarim,Porpoise8,Nunu,Slooshi8,Azir,Nien,Jinx,Dodo8,Thresh,0
NALCS,2015,Summer,Season,TSM,DIG,Dyrus,Hecarim,Santorin,Gragas,Bjergsen,Ekko,WildTurtle,Kalista,Lustboy,Bard,Gamsu,Fizz,Helios,RekSai,Shiphtur,KogMaw,CoreJJ,Sivir,KiWiKiD,Morgana,0
NALCS,2015,Summer,Season,TL,C9,Quas,Hecarim,IWDominate,Ekko,FeniX,Leblanc,Piglet,Corki,Xpecial,Alistar,Balls,Fizz,Meteos,Nunu,Incarnati0n,Azir,Sneaky,Lucian,LemonNation,Nautilus,1
NALCS,2015,Summer,Season,TIP,TDK,Impact,Maokai,Rush,LeeSin,XiaoWeiXiao,Leblanc,Apollo,Sivir,Adrian,Alistar,Seraph,DrMundo,Kez,Nidalee,Bischu,Viktor,Lattman,Lucian,Smoothie,Janna,1
NALCS,2015,Summer,Season,GV,CLG,Hauntzer,Hecarim,Move,JarvanIV,Keane,Rumble,Altec,Sivir,Bunny FuFuu,Alistar,ZionSpartan,Ekko,Xmithie,Gragas,Pobelter,Lulu,Doublelift,Ashe,aphromoo,Bard,0
NALCS,2015,Summer,Season,C9,T8,Balls,Maokai,Meteos,Gragas,Incarnati0n,Varus,Sneaky,Jinx,LemonNation,Karma,CaliTrlolz8,Fizz,Porpoise8,Nunu,Slooshi8,Azir,Nien,Corki,Dodo8,Alistar,1
NALCS,2015,Summer,Season,TSM,TDK,Dyrus,Rumble,Santorin,RekSai,Bjergsen,Ekko,WildTurtle,Kalista,Lustboy,Annie,Seraph,Vladimir,Kez,Gragas,Bischu,Yasuo,Lattman,Corki,Smoothie,Malphite,1
NALCS,2015,Summer,Season,TIP,TL,Impact,Rumble,Rush,LeeSin,XiaoWeiXiao,Kassadin,Apollo,Kalista,Adrian,Annie,Quas,Hecarim,IWDominate,Sejuani,FeniX,Leblanc,Piglet,Tristana,Xpecial,Nautilus,0
NALCS,2015,Summer,Season,DIG,GV,Gamsu,Maokai,Helios,RekSai,Shiphtur,Azir,CoreJJ,Kalista,KiWiKiD,Annie,Hauntzer,Rumble,Move,Gragas,Keane,JarvanIV,Altec,Tristana,Bunny FuFuu,Nautilus,0
NALCS,2015,Summer,Season,CLG,NME,ZionSpartan,Gnar,Xmithie,Nunu,Pobelter,Azir,Doublelift,Sivir,aphromoo,Bard,Flaresz,Hecarim,Trashy,RekSai,Innox,Xerath,otter,Vayne,Bodydrop,Janna,1
NALCS,2015,Summer,Season,DIG,TIP,Gamsu,Hecarim,Helios,XinZhao,Shiphtur,TwistedFate,CoreJJ,Corki,KiWiKiD,Alistar,Impact,Ekko,Rush,RekSai,XiaoWeiXiao,Varus,Apollo,Graves,Adrian,Janna,1
NALCS,2015,Summer,Season,TDK,CLG,Seraph,Rumble,Kez,RekSai,mancloud,Azir,Lattman,Corki,Smoothie,Nautilus,ZionSpartan,Gnar,Xmithie,Gragas,Pobelter,KogMaw,Doublelift,Kalista,aphromoo,Alistar,0
NALCS,2015,Summer,Season,TL,TSM,Quas,Rumble,IWDominate,Sejuani,FeniX,Jayce,Piglet,Kalista,Xpecial,Annie,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Azir,WildTurtle,Corki,Lustboy,Alistar,0
NALCS,2015,Summer,Season,GV,T8,Hauntzer,Ekko,Move,RekSai,Keane,Urgot,Altec,Vayne,Bunny FuFuu,Thresh,CaliTrlolz8,Hecarim,Porpoise8,Gragas,Goldenglue,Viktor,Nien8,Sivir,Dodo8,Nautilus,1
NALCS,2015,Summer,Season,NME,C9,Flaresz,Rumble,Trashy,Sejuani,Innox,Jayce,otter,Jinx,Bodydrop,Annie,Balls,Maokai,Meteos,Nidalee,Incarnati0n,Azir,Sneaky,Sivir,LemonNation,Thresh,1
NALCS,2015,Summer,Season,T8,TDK,CaliTrlolz8,Rumble,Porpoise8,Gragas,Goldenglue,Varus,Nien8,Kalista,Dodo8,Thresh,Seraph,Irelia,Kez,Evelynn,mancloud,Azir,Lattman,Corki,Smoothie,Alistar,1
NALCS,2015,Summer,Season,GV,TSM,Hauntzer,Rumble,Move,XinZhao,Keane,Urgot,Altec,Tristana,Bunny FuFuu,Thresh,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Azir,WildTurtle,Kalista,Lustboy,Annie,0
NALCS,2015,Summer,Season,CLG,C9,ZionSpartan,Gnar,Xmithie,RekSai,Pobelter,KogMaw,Doublelift,Ashe,aphromoo,Alistar,Balls,Fizz,Meteos,Ekko,Incarnati0n,Azir,Sneaky,Sivir,LemonNation,Nautilus,1
NALCS,2015,Summer,Season,NME,TIP,Flaresz,Hecarim,Trashy,RekSai,Innox,Nidalee,otter,Kalista,Bodydrop,Thresh,Impact,Rumble,Rush,Gragas,XiaoWeiXiao,Yasuo,Apollo,Corki,Adrian,Nautilus,0
NALCS,2015,Summer,Season,TL,DIG,Quas,Rumble,IWDominate,Sejuani,FeniX,Jayce,Piglet,Kalista,Xpecial,Thresh,Gamsu,JarvanIV,Helios,RekSai,Shiphtur,Lulu,CoreJJ,Corki,KiWiKiD,Nautilus,0
NALCS,2015,Summer,Season,TIP,GV,Impact,Maokai,Rush,Nocturne,XiaoWeiXiao,Kassadin,Apollo,Sivir,Adrian,Nautilus,Hauntzer,Rumble,Move,Evelynn,Keane,Hecarim,Altec,Jinx,Bunny FuFuu,Thresh,0
NALCS,2015,Summer,Season,TL,CLG,Quas,Sion,IWDominate,Ekko,FeniX,Azir,Piglet,Sivir,Xpecial,Annie,ZionSpartan,Gnar,Xmithie,Evelynn,Pobelter,TwistedFate,Doublelift,Ashe,aphromoo,Bard,1
NALCS,2015,Summer,Season,TSM,T8,Dyrus,Gnar,Santorin,JarvanIV,Bjergsen,Azir,WildTurtle,Kalista,Lustboy,Thresh,CaliTrlolz8,Shen,Porpoise8,Nocturne,Goldenglue,Viktor,Nien8,Sivir,Dodo8,Annie,1
NALCS,2015,Summer,Season,C9,TDK,Balls,Fizz,Meteos,RekSai,Incarnati0n,Viktor,Sneaky,Ashe,LemonNation,Annie,Seraph,Gnar,Kez,Ekko,mancloud,Azir,Lattman,Sivir,Smoothie,Thresh,1
NALCS,2015,Summer,Season,DIG,NME,Gamsu,Hecarim,Helios,RekSai,Shiphtur,Azir,CoreJJ,Sivir,KiWiKiD,Nautilus,Flaresz,Rumble,Trashy,Sejuani,Innox,Jayce,otter,Jinx,Bodydrop,Annie,1
NALCS,2015,Summer,Season,GV,TL,Hauntzer,Hecarim,Move,Gragas,Keane,Orianna,Altec,Sivir,Bunny FuFuu,Janna,Quas,Gnar,IWDominate,RekSai,FeniX,Viktor,Piglet,Vayne,Xpecial,Alistar,1
NALCS,2015,Summer,Season,TIP,C9,Impact,Maokai,Rush,LeeSin,XiaoWeiXiao,Orianna,Apollo,Sivir,Adrian,Alistar,Balls,Rumble,Meteos,Nocturne,Incarnati0n,Viktor,Sneaky,Jinx,LemonNation,Annie,1
NALCS,2015,Summer,Season,TSM,CLG,Dyrus,Rumble,Santorin,JarvanIV,Bjergsen,Azir,WildTurtle,Tristana,Lustboy,Alistar,ZionSpartan,Gnar,Xmithie,Evelynn,Pobelter,KogMaw,Doublelift,Sivir,aphromoo,Thresh,1
NALCS,2015,Summer,Season,TDK,DIG,Seraph,Vladimir,Kez,Gragas,Ninja,Viktor,Emperor,Sivir,Smoothie,Nautilus,Gamsu,Hecarim,Helios,RekSai,Shiphtur,Azir,CoreJJ,Corki,KiWiKiD,Thresh,1
NALCS,2015,Summer,Season,T8,NME,CaliTrlolz8,Shen,Porpoise8,RekSai,Goldenglue,Vladimir,Nien8,Kalista,Dodo8,Morgana,Flaresz,Nautilus,Trashy,Olaf,Innox,Varus,otter,Sivir,Bodydrop,Annie,1
NALCS,2015,Summer,Season,TIP,NME,Impact,Nautilus,Rush,Nidalee,XiaoWeiXiao,Ahri,Apollo,Graves,Adrian,Alistar,Flaresz,Shen,Trashy,Gragas,Innox,Ezreal,otter,Corki,Bodydrop,Braum,1
NALCS,2015,Summer,Season,TDK,TSM,Seraph,Lulu,Kez,Evelynn,Ninja,Viktor,Emperor,Tristana,Smoothie,Alistar,Dyrus,Nautilus,Santorin,Gragas,Bjergsen,Ezreal,KEITH,Sivir,Lustboy,Thresh,0
NALCS,2015,Summer,Season,C9,TL,Balls,Fizz,Hai,RekSai,Incarnati0n,TwistedFate,Sneaky,Tristana,LemonNation,Alistar,Quas,Nautilus,IWDominate,Gragas,FeniX,Yasuo,Piglet,Corki,Xpecial,Annie,0
NALCS,2015,Summer,Season,CLG,GV,ZionSpartan,Rumble,Xmithie,Gragas,Pobelter,Lulu,Doublelift,Jinx,aphromoo,Alistar,Hauntzer,Nautilus,Move,Nidalee,Keane,Orianna,Altec,Sivir,Bunny FuFuu,Shen,0
NALCS,2015,Summer,Season,DIG,T8,Gamsu,Shen,Helios,Evelynn,Shiphtur,Diana,CoreJJ,Ezreal,KiWiKiD,Annie,CaliTrlolz8,Irelia,Porpoise8,RekSai,Goldenglue,Kassadin,Nien8,Sivir,Dodo8,Nautilus,1
NALCS,2015,Summer,Season,NME,TDK,Flaresz,Shen,Trashy,RekSai,Innox,Ahri,otter,Kalista,Bodydrop,Annie,Seraph,Rumble,Kez,Gragas,Ninja,Diana,Emperor,Tristana,Smoothie,Nautilus,1
NALCS,2015,Summer,Season,CLG,TIP,ZionSpartan,Rumble,Xmithie,Gragas,Pobelter,Lulu,Doublelift,Jinx,aphromoo,Morgana,Impact,Gnar,Rush,Nidalee,XiaoWeiXiao,Ezreal,Apollo,Sivir,Adrian,Janna,0
NALCS,2015,Summer,Season,TSM,GV,Dyrus,Gnar,Santorin,Gragas,Bjergsen,Ezreal,WildTurtle,Corki,Lustboy,Annie,Hauntzer,Maokai,Move,Nidalee,Keane,JarvanIV,Altec,Sivir,Bunny FuFuu,Shen,0
NALCS,2015,Summer,Season,DIG,TL,Gamsu,Shen,Helios,Evelynn,Shiphtur,Ezreal,CoreJJ,Varus,KiWiKiD,Alistar,Quas,Maokai,IWDominate,RekSai,FeniX,TwistedFate,Piglet,Sivir,Xpecial,Thresh,0
NALCS,2015,Summer,Season,T8,C9,CaliTrlolz8,Shen,Porpoise8,JarvanIV,Goldenglue,Ezreal,Nien8,Graves,Dodo8,Thresh,Balls,Rumble,Hai,LeeSin,Incarnati0n,Zed,Sneaky,Corki,LemonNation,Alistar,1
NALCS,2015,Summer,Season,TL,TDK,Quas,Gnar,IWDominate,Gragas,FeniX,Azir,Piglet,Sivir,Xpecial,Janna,Seraph,Maokai,Kez,RekSai,Ninja,Ezreal,Emperor,Vayne,Smoothie,Alistar,1
NALCS,2015,Summer,Season,NME,CLG,Flaresz,Nautilus,Trashy,RekSai,Innox,Ezreal,otter,Corki,Bodydrop,Braum,ZionSpartan,Fizz,Xmithie,Gragas,Pobelter,Orianna,Doublelift,Tristana,aphromoo,Janna,0
NALCS,2015,Summer,Season,GV,C9,Hauntzer,Maokai,Move,Nidalee,Keane,Urgot,Altec,Sivir,Bunny FuFuu,Shen,Balls,Rumble,Hai,RekSai,Incarnati0n,Viktor,Sneaky,Vayne,LemonNation,Braum,1
NALCS,2015,Summer,Season,T8,TSM,CaliTrlolz8,Maokai,Porpoise8,Gragas,Goldenglue,Azir,Nien8,Kalista,Dodo8,Thresh,Dyrus,Nautilus,Santorin,Vi,Bjergsen,Ezreal,WildTurtle,Jinx,Lustboy,Shen,1
NALCS,2015,Summer,Season,TIP,DIG,Impact,Gnar,Rush,LeeSin,XiaoWeiXiao,TwistedFate,Apollo,Sivir,Adrian,Shen,Gamsu,Rumble,Helios,JarvanIV,Shiphtur,Varus,CoreJJ,Corki,KiWiKiD,Alistar,1
NALCS,2015,Summer,Season,NME,GV,Flaresz,Irelia,Trashy,Gragas,Innox,Ahri,otter,KogMaw,Bodydrop,Janna,Hauntzer,Maokai,Move,RekSai,Keane,Azir,Altec,Tristana,Bunny FuFuu,Braum,0
NALCS,2015,Summer,Season,C9,DIG,Balls,Maokai,Hai,Rengar,Incarnati0n,Orianna,Sneaky,Kalista,LemonNation,Karma,Gamsu,JarvanIV,Helios,LeeSin,Shiphtur,Diana,CoreJJ,Sivir,KiWiKiD,Nautilus,1
NALCS,2015,Summer,Season,TSM,TL,Dyrus,Maokai,Santorin,Gragas,Bjergsen,Orianna,WildTurtle,Jinx,Lustboy,Shen,Quas,Nautilus,IWDominate,RekSai,FeniX,Azir,Piglet,Corki,Xpecial,Annie,0
NALCS,2015,Summer,Season,TIP,T8,Impact,Ryze,Rush,LeeSin,XiaoWeiXiao,Ahri,Apollo,Corki,Adrian,Alistar,CaliTrlolz8,Nautilus,Porpoise8,Gragas,Goldenglue,TwistedFate,Nien8,Jinx,Dodo8,Shen,1
NALCS,2015,Summer,Season,CLG,TDK,ZionSpartan,Fizz,Xmithie,Nautilus,Pobelter,TwistedFate,Doublelift,Tristana,aphromoo,Janna,Seraph,Maokai,Kez,Evelynn,Ninja,Ahri,Emperor,Vayne,Smoothie,Alistar,1
NALCS,2015,Summer,Season,C9,NME,Balls,Rumble,Hai,Shyvana,Incarnati0n,Ahri,Sneaky,Kalista,LemonNation,Braum,Flaresz,Maokai,Trashy,Evelynn,Innox,MasterYi,otter,Corki,Bodydrop,Alistar,1
NALCS,2015,Summer,Season,TIP,TSM,Impact,Maokai,Rush,Nidalee,XiaoWeiXiao,Orianna,Apollo,KogMaw,Adrian,Janna,Dyrus,Shen,Santorin,Gragas,Bjergsen,TwistedFate,WildTurtle,Corki,Lustboy,Annie,1
NALCS,2015,Summer,Season,CLG,TL,ZionSpartan,Fizz,Xmithie,Gragas,Pobelter,Ezreal,Doublelift,Tristana,aphromoo,Alistar,Quas,Hecarim,IWDominate,RekSai,FeniX,Viktor,Piglet,Corki,Xpecial,Janna,1
NALCS,2015,Summer,Season,GV,DIG,Hauntzer,Shen,Move,Vi,Keane,Rumble,Altec,Tristana,Bunny FuFuu,Braum,Gamsu,Gnar,Helios,RekSai,Shiphtur,Ahri,CoreJJ,Corki,KiWiKiD,Thresh,0
NALCS,2015,Summer,Season,TDK,T8,Seraph,Rumble,Kez,Evelynn,Ninja,Jayce,Emperor,Tristana,Smoothie,Braum,CaliTrlolz8,Maokai,Porpoise8,Gragas,Goldenglue,Varus,Nien8,Corki,Dodo8,Alistar,0
NALCS,2015,Summer,Season,TL,NME,Quas,Maokai,IWDominate,RekSai,FeniX,TwistedFate,Piglet,Kalista,Xpecial,Janna,Flaresz,Fizz,Trashy,Gragas,Innox,Yasuo,otter,Sivir,Bodydrop,Nautilus,1
NALCS,2015,Summer,Season,C9,CLG,Balls,Maokai,Hai,Nidalee,Incarnati0n,Orianna,Sneaky,Kalista,LemonNation,Karma,ZionSpartan,Kennen,Xmithie,Gragas,Pobelter,Azir,Doublelift,Sivir,aphromoo,Janna,0
NALCS,2015,Summer,Season,DIG,TSM,Gamsu,Rumble,Helios,RekSai,Shiphtur,Viktor,CoreJJ,Jinx,KiWiKiD,Thresh,Dyrus,Maokai,Santorin,Gragas,Bjergsen,KogMaw,WildTurtle,Tristana,Lustboy,Janna,0
NALCS,2015,Summer,Season,TDK,TIP,Seraph,Vladimir,Kez,Elise,Ninja,Syndra,Emperor,Vayne,Smoothie,Bard,Impact,Shen,Rush,LeeSin,XiaoWeiXiao,Orianna,Apollo,Sivir,Gate,Alistar,0
NALCS,2015,Summer,Season,T8,GV,CaliTrlolz8,Maokai,Porpoise8,Nidalee,Goldenglue,Azir,Nien8,Tristana,Dodo8,Braum,Hauntzer,Gnar,Move,Vi,Keane,KogMaw,Altec,Jinx,Bunny FuFuu,Janna,0
NALCS,2015,Summer,Season,T8,TL,CaliTrlolz8,Fizz,Porpoise8,Gragas,Goldenglue,Viktor,Nien8,Corki,Dodo8,Braum,Quas,Maokai,IWDominate,Nidalee,FeniX,Orianna,Piglet,KogMaw,Xpecial,Janna,0
NALCS,2015,Summer,Season,DIG,CLG,Gamsu,Shen,Helios,RekSai,Shiphtur,Lulu,CoreJJ,KogMaw,KiWiKiD,Braum,ZionSpartan,Olaf,Xmithie,Gragas,Pobelter,Ezreal,Doublelift,Tristana,aphromoo,Alistar,0
NALCS,2015,Summer,Season,GV,TIP,Hauntzer,Maokai,Move,Nidalee,Keane,Orianna,Altec,Lucian,Bunny FuFuu,Janna,Impact,Shen,Rush,Evelynn,Gate,Azir,Apollo,Sivir,Adrian,Alistar,0
NALCS,2015,Summer,Season,NME,TSM,Flaresz,Nautilus,Trashy,Nidalee,Innox,Viktor,otter,Jinx,Bodydrop,Morgana,Dyrus,Maokai,Santorin,Gragas,Bjergsen,KogMaw,WildTurtle,Tristana,Lustboy,Janna,0
NALCS,2015,Summer,Season,TDK,C9,Seraph,Khazix,Kez,Zac,Ninja,Zed,Emperor,Lucian,Smoothie,Thresh,Balls,Maokai,Hai,Nunu,Incarnati0n,Orianna,Sneaky,Tristana,LemonNation,Karma,1
NALCS,2015,Summer,Season,NME,DIG,Flaresz,Riven,Trashy,Ekko,Innox,Viktor,otter,Sivir,Bodydrop,Nautilus,Gamsu,JarvanIV,Helios,RekSai,Shiphtur,Ezreal,CoreJJ,KogMaw,KiWiKiD,Thresh,0
NALCS,2015,Summer,Season,CLG,T8,ZionSpartan,Olaf,Xmithie,Gragas,Pobelter,TwistedFate,Doublelift,Ezreal,aphromoo,Janna,CaliTrlolz8,Rumble,Porpoise8,RekSai,Goldenglue,Jayce,Nien8,Corki,Dodo8,Alistar,1
NALCS,2015,Summer,Season,TSM,C9,Dyrus,Shen,Santorin,Gragas,Bjergsen,Viktor,WildTurtle,Sivir,Lustboy,Annie,Balls,Gnar,Hai,Shyvana,Incarnati0n,Orianna,Sneaky,Tristana,LemonNation,Karma,0
NALCS,2015,Summer,Season,GV,TDK,Hauntzer,Rumble,Move,Gragas,Keane,JarvanIV,Altec,Sivir,Bunny FuFuu,Shen,Seraph,Kassadin,Kez,Elise,Ninja,Irelia,Emperor,Draven,Smoothie,Thresh,0
NALCS,2015,Summer,Season,TL,TIP,Quas,Maokai,IWDominate,Gragas,FeniX,Azir,Piglet,Sivir,Xpecial,Annie,Impact,Gnar,Rush,LeeSin,Gate,Viktor,Apollo,KogMaw,Adrian,Janna,1
NALCS,2015,Summer,Season,T8,C9,CaliTrlolz8,Shen,Porpoise8,Gragas,Goldenglue,Orianna,Nien8,Tristana,Dodo8,Alistar,Balls,Maokai,Hai,Shyvana,Incarnati0n,Lulu,Sneaky,Ashe,LemonNation,Braum,0
NALCS,2015,Summer,Season,TIP,GV,Impact,Gnar,Rush,Nidalee,Gate,Orianna,Apollo,KogMaw,Adrian,Alistar,Hauntzer,Maokai,Move,Rengar,Keane,TwistedFate,Altec,Sivir,Bunny FuFuu,Braum,1
NALCS,2015,Summer,Season,TL,CLG,Quas,Maokai,IWDominate,Nidalee,FeniX,Viktor,Piglet,Kalista,Xpecial,Thresh,ZionSpartan,Fizz,Xmithie,Nautilus,Pobelter,TwistedFate,Doublelift,Sivir,aphromoo,Janna,1
NALCS,2015,Spring,Playoffs,CLG,TL,ZionSpartan,Vladimir,Xmithie,LeeSin,Link,TwistedFate,Doublelift,Lucian,aphromoo,Nautilus,Quas,Rumble,IWDominate,Sejuani,FeniX,Urgot,Piglet,Graves,Xpecial,Alistar,0
NALCS,2015,Spring,Playoffs,TL,CLG,Quas,Lulu,IWDominate,Nunu,FeniX,Corki,Piglet,KogMaw,Xpecial,Janna,ZionSpartan,Vladimir,Xmithie,Sejuani,Link,Karthus,Doublelift,Lucian,aphromoo,Nautilus,1
NALCS,2015,Spring,Playoffs,CLG,TL,ZionSpartan,Rumble,Xmithie,JarvanIV,Link,Ezreal,Doublelift,Sivir,aphromoo,Alistar,Quas,Hecarim,IWDominate,Sejuani,FeniX,Vladimir,Piglet,Lucian,Xpecial,Janna,0
NALCS,2015,Spring,Playoffs,TIP,GV,Impact,Hecarim,Rush,LeeSin,XiaoWeiXiao,Vladimir,Apollo,Sivir,Adrian,Nautilus,Hauntzer,Maokai,Saintvicious,RekSai,Keane,Orianna,Cop,Kalista,Bunny FuFuu,Thresh,1
NALCS,2015,Spring,Playoffs,GV,TIP,Hauntzer,Rumble,Saintvicious,RekSai,Keane,Fizz,Cop,Lucian,Bunny FuFuu,Janna,Impact,Morgana,Rush,Vi,XiaoWeiXiao,Vladimir,Apollo,Sivir,Adrian,Leona,1
NALCS,2015,Spring,Playoffs,GV,TIP,Hauntzer,Shyvana,Saintvicious,Nunu,Keane,Vladimir,Cop,Sivir,Bunny FuFuu,Thresh,Impact,Hecarim,Rush,RekSai,XiaoWeiXiao,Orianna,Apollo,Graves,Adrian,Alistar,0
NALCS,2015,Spring,Playoffs,GV,TIP,Hauntzer,Maokai,Saintvicious,RekSai,Keane,Orianna,Cop,Graves,Bunny FuFuu,Morgana,Impact,Vladimir,Rush,Vi,XiaoWeiXiao,Zed,Apollo,Sivir,Adrian,Leona,0
NALCS,2015,Spring,Playoffs,C9,TL,Balls,Hecarim,Meteos,Gragas,Hai,Corki,Sneaky,Draven,LemonNation,Morgana,Quas,Sion,IWDominate,Sejuani,FeniX,Lissandra,Piglet,Lucian,Xpecial,Janna,0
NALCS,2015,Spring,Playoffs,TL,C9,Quas,Hecarim,IWDominate,Nunu,FeniX,Azir,Piglet,Sivir,Xpecial,Alistar,Balls,Maokai,Meteos,Sejuani,Hai,Lissandra,Sneaky,Lucian,LemonNation,Nautilus,1
NALCS,2015,Spring,Playoffs,C9,TL,Balls,Hecarim,Meteos,Sejuani,Hai,Corki,Sneaky,Lucian,LemonNation,Nautilus,Quas,Sion,IWDominate,Nunu,FeniX,Lulu,Piglet,KogMaw,Xpecial,Janna,1
NALCS,2015,Spring,Playoffs,TL,C9,Quas,Lulu,IWDominate,Sejuani,FeniX,Urgot,Piglet,Kalista,Xpecial,Janna,Balls,Maokai,Meteos,Gragas,Hai,Corki,Sneaky,Lucian,LemonNation,Braum,0
NALCS,2015,Spring,Playoffs,C9,TL,Balls,Hecarim,Meteos,Gragas,Hai,Lissandra,Sneaky,Sivir,LemonNation,Nautilus,Quas,Maokai,IWDominate,Sejuani,FeniX,Lulu,Piglet,Lucian,Xpecial,Alistar,1
NALCS,2015,Spring,Playoffs,TSM,TIP,Dyrus,Lulu,Santorin,Nidalee,Bjergsen,Urgot,WildTurtle,Corki,Lustboy,Janna,Impact,Shyvana,Rush,Nunu,XiaoWeiXiao,Orianna,Apollo,Sivir,Adrian,Nautilus,0
NALCS,2015,Spring,Playoffs,TIP,TSM,Impact,Kennen,Rush,Nunu,XiaoWeiXiao,Karthus,Apollo,Urgot,Adrian,Nautilus,Dyrus,Lulu,Santorin,Gragas,Bjergsen,Ahri,WildTurtle,Jinx,Lustboy,Thresh,0
NALCS,2015,Spring,Playoffs,TIP,TSM,Impact,Gnar,Rush,LeeSin,XiaoWeiXiao,TwistedFate,Apollo,Sivir,Adrian,Leona,Dyrus,Maokai,Santorin,Gragas,Bjergsen,Leblanc,WildTurtle,Lucian,Lustboy,Thresh,0
NALCS,2015,Spring,Playoffs,TIP,TSM,Impact,Shyvana,Rush,Nunu,XiaoWeiXiao,Lulu,Apollo,KogMaw,Adrian,Alistar,Dyrus,Sion,Santorin,Gragas,Bjergsen,Urgot,WildTurtle,Corki,Lustboy,Nautilus,0
NALCS,2015,Spring,Playoffs,TIP,TL,Impact,Gnar,Rush,Gragas,XiaoWeiXiao,Orianna,Apollo,Kalista,Adrian,Thresh,Quas,Vladimir,IWDominate,RekSai,FeniX,Zed,Piglet,Vayne,Xpecial,Nautilus,1
NALCS,2015,Spring,Playoffs,TL,TIP,Quas,Rumble,IWDominate,Sejuani,FeniX,Corki,Piglet,Twitch,Xpecial,Thresh,Impact,Morgana,Rush,RekSai,XiaoWeiXiao,Yasuo,Apollo,Sivir,Adrian,Janna,1
NALCS,2015,Spring,Playoffs,TL,TIP,Quas,Hecarim,IWDominate,RekSai,FeniX,Azir,Piglet,Vayne,Xpecial,Janna,Impact,Shyvana,Rush,Gragas,XiaoWeiXiao,Kassadin,Apollo,Corki,Adrian,Nautilus,0
NALCS,2015,Spring,Playoffs,TL,TIP,Quas,Sion,IWDominate,Gragas,FeniX,Ahri,Piglet,Sivir,Xpecial,Nautilus,Impact,Hecarim,Rush,Nunu,XiaoWeiXiao,Leblanc,Apollo,Corki,Adrian,Thresh,1
NALCS,2015,Spring,Playoffs,TIP,TL,Impact,Gnar,Rush,Sejuani,XiaoWeiXiao,Ziggs,Apollo,Kalista,Adrian,Janna,Quas,Lulu,IWDominate,Nunu,FeniX,Corki,Piglet,Lucian,Xpecial,Nautilus,0
NALCS,2015,Spring,Playoffs,TSM,C9,Dyrus,Lulu,Santorin,Gragas,Bjergsen,Ahri,WildTurtle,Jinx,Lustboy,Nami,Balls,Maokai,Meteos,Sejuani,Hai,Urgot,Sneaky,Sivir,LemonNation,Braum,0
NALCS,2015,Spring,Playoffs,C9,TSM,Balls,Maokai,Meteos,Gragas,Hai,Corki,Sneaky,Lucian,LemonNation,Morgana,Dyrus,Sion,Santorin,Sejuani,Bjergsen,KogMaw,WildTurtle,Kalista,Lustboy,Kennen,0
